scenario,scenario_zh,supplysector,base_supplysector,subsector,technology,input,technology_class,period,efficiency_2025_start,annual_improvement_rate_pct,default_gcam_efficiency,proposed_efficiency,change_vs_2025_pct,energy_intensity_ratio_vs_2025,high_eff_counterpart,counterpart_efficiency,absolute_cap,binding_constraint
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,refined liquids,fuel furnace hi-eff,refined liquids enduse,combustion_high,2080,0.9882,0.0,0.84,1.0167559938327029,2.8896978175170007,0.9719146048748039,,,1.1364299999999998,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,refined liquids,fuel furnace hi-eff,refined liquids enduse,combustion_high,2085,0.9882,0.0,0.84,1.0167559938327029,2.8896978175170007,0.9719146048748039,,,1.1364299999999998,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,refined liquids,fuel furnace hi-eff,refined liquids enduse,combustion_high,2090,0.9882,0.0,0.84,1.0167559938327029,2.8896978175170007,0.9719146048748039,,,1.1364299999999998,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,refined liquids,fuel furnace hi-eff,refined liquids enduse,combustion_high,2095,0.9882,0.0,0.84,1.0167559938327029,2.8896978175170007,0.9719146048748039,,,1.1364299999999998,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,refined liquids,fuel furnace hi-eff,refined liquids enduse,combustion_high,2100,0.9882,0.0,0.84,1.0167559938327029,2.8896978175170007,0.9719146048748039,,,1.1364299999999998,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2025,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2030,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2035,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2040,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2045,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2050,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2055,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2060,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2065,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2070,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2075,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2080,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2085,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2090,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2095,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban heating modern_d10,resid_urban heating modern,heat,district heat,district heat,fixed,2100,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2025,3.1024,0.0,2.764962962962963,3.1024,0.0,1.0,air conditioning hi-eff,3.8824,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2030,3.1024,0.8999999999999999,2.8150370370370372,3.2445436624534234,4.581732286404838,0.9561899369398719,air conditioning hi-eff,4.000278075172142,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2035,3.1024,0.8999999999999999,2.842,3.393199966982554,9.37338728025252,0.9142991955050761,air conditioning hi-eff,4.121735184087918,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2040,3.1024,0.65,2.8702592592592593,3.504921941795687,12.974533967112144,0.885155233560077,air conditioning hi-eff,4.215312641494311,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2045,3.1024,0.65,2.922740740740741,3.6203223911395286,16.69424932760215,0.856940256921012,air conditioning hi-eff,4.311014626591966,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2050,3.1024,0.65,2.951,3.739522429726701,20.53643726555896,0.8296246534953222,air conditioning hi-eff,4.40888937341113,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2055,3.1024,0.35000000000000003,2.9800370370370373,3.8054237698725775,22.6606424017721,0.8152574292938424,air conditioning hi-eff,4.475420706242704,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2060,3.1024,0.35000000000000003,3.033962962962963,3.8724864846898557,24.82228225534606,0.8011390129482837,air conditioning hi-eff,4.542956014877127,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2065,3.1024,0.35000000000000003,3.063,3.9407310410024934,27.02201653566574,0.7872650956688412,air conditioning hi-eff,4.611510449580746,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2070,3.1024,0.15,3.0933333333333337,3.9703753233578882,27.977543945264593,0.7813870849308496,air conditioning hi-eff,4.639245997763431,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2075,3.1024,0.15,3.1496666666666666,4.0002426058285465,28.94025934207538,0.7755529615827933,air conditioning hi-eff,4.667148359106664,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2080,3.1024,0.15,3.18,4.030334565940367,29.91021679797472,0.7697623979452783,air conditioning hi-eff,4.695218536894401,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2085,3.1024,0.15,3.2116296296296296,4.060652893838495,30.887470791596684,0.7640150687854859,air conditioning hi-eff,4.723457540444768,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2090,3.1024,0.15,3.2703703703703706,4.091199292382248,31.87207621139272,0.7583106512989046,air conditioning hi-eff,4.751866385146352,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2095,3.1024,0.15,3.302,4.121975477240761,32.86408835871457,0.7526488250912007,air conditioning hi-eff,4.780446092494708,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning,elect_td_bld,cooling_standard,2100,3.1024,0.15,3.302,4.152983176989347,33.86356295092015,0.7470292721602224,air conditioning hi-eff,4.8091976901290945,,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2025,3.8824,0.0,3.3,3.8824,0.0,1.0,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2030,3.8824,0.6,3.3,4.000278075172142,3.036216648777601,0.9705325297499301,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2035,3.8824,0.6,3.3,4.121735184087918,6.164619412938355,0.9419333913027992,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2040,3.8824,0.44999999999999996,3.3,4.215312641494311,8.574918645536545,0.9210230249075203,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2045,3.8824,0.44999999999999996,3.3,4.311014626591966,11.039939897794305,0.9005768563279491,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2050,3.8824,0.44999999999999996,3.3,4.40888937341113,13.560925546340652,0.8805845806460351,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2055,3.8824,0.3,3.3,4.475420706242704,15.274590620304561,0.8674938636683904,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2060,3.8824,0.3,3.3,4.542956014877127,17.014115363618565,0.8545977524955206,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2065,3.8824,0.3,3.3,4.611510449580746,18.779890005685807,0.8418933541293324,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2070,3.8824,0.12,3.3,4.639245997763431,19.494281829884375,0.8368601281052342,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2075,3.8824,0.12,3.3,4.667148359106664,20.21297030462248,0.8318569930232791,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2080,3.8824,0.12,3.3,4.695218536894401,20.935981271749448,0.8268837689859628,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2085,3.8824,0.12,3.3,4.723457540444768,21.663340728538216,0.8219402771712917,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2090,3.8824,0.12,3.3,4.751866385146352,22.39507482862022,0.8170263398263515,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2095,3.8824,0.12,3.3,4.780446092494708,23.131209882925717,0.8121417802609177,,,6.5,
moderate,中等,resid_urban cooling modern_d10,resid_urban cooling modern,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2100,3.8824,0.12,3.3,4.8091976901290945,23.871772360629873,0.8072864228411005,,,6.5,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2025,0.6118,0.0,0.52,0.6118,0.0,1.0,gas water heater hi-eff,0.9647,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2030,0.6118,0.3,0.52,0.6210322274339274,1.5090270405242467,0.9851340606395348,gas water heater hi-eff,0.9705021083600208,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2035,0.6118,0.3,0.52,0.6304037716762754,3.040825707138839,0.9704891174321387,gas water heater hi-eff,0.9763391130208827,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2040,0.6118,0.2,0.52,0.6367330760266594,4.0753638487511346,0.9608421849509582,gas water heater hi-eff,0.9802507230441453,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2045,0.6118,0.2,0.52,0.6431259270995722,5.120288836151055,0.9512911456690158,gas water heater hi-eff,0.9841780045618405,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2050,0.6118,0.2,0.52,0.6495829629091967,6.1757049541021125,0.9418350463811683,gas water heater hi-eff,0.9881210203603239,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2055,0.6118,0.08,0.52,0.6521854554189911,6.60108784226725,0.9380767309613708,gas water heater hi-eff,0.9896040914666152,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2060,0.6118,0.08,0.52,0.6547983745681069,7.028174986614388,0.9343334127906658,gas water heater hi-eff,0.9910893885147305,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2065,0.6118,0.08,0.52,0.6574217621298851,7.456973215084206,0.9306050320237623,gas water heater hi-eff,0.9925769148455864,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2070,0.6118,0.0,0.52,0.6574217621298851,7.456973215084206,0.9306050320237623,gas water heater hi-eff,0.9925769148455864,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2075,0.6118,0.0,0.52,0.6574217621298851,7.456973215084206,0.9306050320237623,gas water heater hi-eff,0.9925769148455864,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2080,0.6118,0.0,0.52,0.6574217621298851,7.456973215084206,0.9306050320237623,gas water heater hi-eff,0.9925769148455864,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2085,0.6118,0.0,0.52,0.6574217621298851,7.456973215084206,0.9306050320237623,gas water heater hi-eff,0.9925769148455864,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2090,0.6118,0.0,0.52,0.6574217621298851,7.456973215084206,0.9306050320237623,gas water heater hi-eff,0.9925769148455864,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2095,0.6118,0.0,0.52,0.6574217621298851,7.456973215084206,0.9306050320237623,gas water heater hi-eff,0.9925769148455864,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater,delivered gas,combustion_standard,2100,0.6118,0.0,0.52,0.6574217621298851,7.456973215084206,0.9306050320237623,gas water heater hi-eff,0.9925769148455864,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2025,0.9647,0.0,0.82,0.9647,0.0,1.0,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2030,0.9647,0.12,0.82,0.9705021083600208,0.6014417290370888,0.9940215396648386,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2035,0.9647,0.12,0.82,0.9763391130208827,1.2065007796084437,0.9880788213176565,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2040,0.9647,0.08,0.82,0.9802507230441453,1.6119750227164165,0.984135973910988,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2045,0.9647,0.08,0.82,0.9841780045618405,2.019073759908818,0.9802088601131539,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2050,0.9647,0.08,0.82,0.9881210203603239,2.427803499567105,0.9762974171404801,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2055,0.9647,0.03,0.82,0.9896040914666152,2.5815374174992467,0.9748342880942349,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2060,0.9647,0.03,0.82,0.9910893885147305,2.7355020747103165,0.9733733517677167,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2065,0.9647,0.03,0.82,0.9925769148455864,2.8896978175170007,0.9719146048748039,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2070,0.9647,0.0,0.82,0.9925769148455864,2.8896978175170007,0.9719146048748039,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2075,0.9647,0.0,0.82,0.9925769148455864,2.8896978175170007,0.9719146048748039,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2080,0.9647,0.0,0.82,0.9925769148455864,2.8896978175170007,0.9719146048748039,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2085,0.9647,0.0,0.82,0.9925769148455864,2.8896978175170007,0.9719146048748039,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2090,0.9647,0.0,0.82,0.9925769148455864,2.8896978175170007,0.9719146048748039,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2095,0.9647,0.0,0.82,0.9925769148455864,2.8896978175170007,0.9719146048748039,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,gas,gas water heater hi-eff,delivered gas,combustion_high,2100,0.9647,0.0,0.82,0.9925769148455864,2.8896978175170007,0.9719146048748039,,,1.109405,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2025,0.9412,0.0,0.9,0.9412,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2030,0.9412,0.25,0.9,0.9530239722464199,1.2562656445409992,0.9875932058471216,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2035,0.9412,0.25,0.9,0.9649964849939916,2.5283133227785415,0.9753403402353951,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2040,0.9412,0.15,0.9,0.9722557036454244,3.299586022675771,0.9680580905527398,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2045,0.9412,0.15,0.9,0.979569530014345,4.076660647507957,0.9608302128244198,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2050,0.9412,0.15,0.9,0.9869383748891527,4.859580842451416,0.9536563010894274,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2055,0.9412,0.05,0.9,0.9894081894062938,5.121992074616855,0.9512757323797555,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2060,0.9412,0.05,0.9,0.9918841846373522,5.385059991218877,0.9489011061751297,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2065,0.9412,0.05,0.9,0.994366376049572,5.648786235611136,0.9465324076415457,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2070,0.9412,0.0,0.9,0.994366376049572,5.648786235611136,0.9465324076415457,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2075,0.9412,0.0,0.9,0.994366376049572,5.648786235611136,0.9465324076415457,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2080,0.9412,0.0,0.9,0.994366376049572,5.648786235611136,0.9465324076415457,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2085,0.9412,0.0,0.9,0.994366376049572,5.648786235611136,0.9465324076415457,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2090,0.9412,0.0,0.9,0.994366376049572,5.648786235611136,0.9465324076415457,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2095,0.9412,0.0,0.9,0.994366376049572,5.648786235611136,0.9465324076415457,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater,elect_td_bld,resistance_water_heater,2100,0.9412,0.0,1.0,0.994366376049572,5.648786235611136,0.9465324076415457,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2025,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2030,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2035,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2040,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2045,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2050,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2055,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2060,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2065,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2070,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2075,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2080,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2085,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2090,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2095,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,electricity,electric resistance water heater hi-eff,elect_td_bld,fixed,2100,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,refined liquids,fuel water heater,refined liquids enduse,combustion_standard,2025,0.6118,0.0,0.52,0.6118,0.0,1.0,fuel water heater hi-eff,0.9647,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,refined liquids,fuel water heater,refined liquids enduse,combustion_standard,2030,0.6118,0.3,0.52,0.6210322274339274,1.5090270405242467,0.9851340606395348,fuel water heater hi-eff,0.9705021083600208,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,refined liquids,fuel water heater,refined liquids enduse,combustion_standard,2035,0.6118,0.3,0.52,0.6304037716762754,3.040825707138839,0.9704891174321387,fuel water heater hi-eff,0.9763391130208827,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,refined liquids,fuel water heater,refined liquids enduse,combustion_standard,2040,0.6118,0.2,0.52,0.6367330760266594,4.0753638487511346,0.9608421849509582,fuel water heater hi-eff,0.9802507230441453,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,refined liquids,fuel water heater,refined liquids enduse,combustion_standard,2045,0.6118,0.2,0.52,0.6431259270995722,5.120288836151055,0.9512911456690158,fuel water heater hi-eff,0.9841780045618405,,
moderate,中等,resid_urban hot water_cooking modern_d10,resid_urban hot water_cooking modern,refined liquids,fuel water heater,refined liquids enduse,combustion_standard,2050,0.6118,0.2,0.52,0.6495829629091967,6.1757049541021125,0.9418350463811683,fuel water heater hi-eff,0.9881210203603239,,
