scenario,scenario_zh,supplysector,base_supplysector,subsector,technology,input,technology_class,period,efficiency_2025_start,annual_improvement_rate_pct,default_gcam_efficiency,proposed_efficiency,change_vs_2025_pct,energy_intensity_ratio_vs_2025,high_eff_counterpart,counterpart_efficiency,absolute_cap,binding_constraint
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2025,0.7222,0.0,0.6625925925925926,0.7222,0.0,1.0,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2030,0.7222,0.2,0.6674074074074074,0.7294509458337991,1.0040080080031988,0.9900597211159814,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2035,0.7222,0.2,0.67,0.7367746917444256,2.018096336807762,0.9802182513762547,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2040,0.7222,0.12,0.6725925925925926,0.7412059621895609,2.631675739346573,0.9743580554406006,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2045,0.7222,0.12,0.6774074074074075,0.7456638841442798,3.2489454644530236,0.9685328944539042,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2050,0.7222,0.12,0.68,0.7501486179018823,3.8699277072669958,0.9627425589611125,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2055,0.7222,0.05,0.6825925925925926,0.7520258657561016,4.129862331224277,0.9603393086405158,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2060,0.7222,0.05,0.6874074074074074,0.7539078114254234,4.390447441903,0.9579420574440354,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2065,0.7222,0.05,0.69,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2070,0.7222,0.0,0.6928518518518518,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2075,0.7222,0.0,0.6981481481481481,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2080,0.7222,0.0,0.701,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2085,0.7222,0.0,0.7035925925925925,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2090,0.7222,0.0,0.7084074074074074,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2095,0.7222,0.0,0.711,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,biomass,wood furnace,delivered biomass,combustion_standard,2100,0.7222,0.0,0.711,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2025,0.7222,0.0,0.6625925925925926,0.7222,0.0,1.0,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2030,0.7222,0.2,0.6674074074074074,0.7294509458337991,1.0040080080031988,0.9900597211159814,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2035,0.7222,0.2,0.67,0.7367746917444256,2.018096336807762,0.9802182513762547,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2040,0.7222,0.12,0.6725925925925926,0.7412059621895609,2.631675739346573,0.9743580554406006,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2045,0.7222,0.12,0.6774074074074075,0.7456638841442798,3.2489454644530236,0.9685328944539042,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2050,0.7222,0.12,0.68,0.7501486179018823,3.8699277072669958,0.9627425589611125,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2055,0.7222,0.05,0.6825925925925926,0.7520258657561016,4.129862331224277,0.9603393086405158,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2060,0.7222,0.05,0.6874074074074074,0.7539078114254234,4.390447441903,0.9579420574440354,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2065,0.7222,0.05,0.69,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2070,0.7222,0.0,0.6928518518518518,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2075,0.7222,0.0,0.6981481481481481,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2080,0.7222,0.0,0.701,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2085,0.7222,0.0,0.7035925925925925,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2090,0.7222,0.0,0.7084074074074074,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2095,0.7222,0.0,0.711,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,coal,coal furnace,delivered coal,combustion_standard,2100,0.7222,0.0,0.711,0.7557944666661356,4.651684667147005,0.9555507903963318,,,0.808864,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2025,0.7781,0.0,0.7781111111111111,0.7781,0.0,1.0,gas furnace hi-eff,1.6667,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2030,0.7781,0.2,0.783888888888889,0.7859121863102729,1.0040080080031988,0.9900597211159814,gas furnace hi-eff,1.6733774754169173,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2035,0.7781,0.2,0.787,0.7938028075967011,2.01809633680774,0.9802182513762548,gas furnace hi-eff,1.680081703505547,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2040,0.7781,0.12,0.7901111111111111,0.7985770689278556,2.631675739346573,0.9743580554406007,gas furnace hi-eff,1.6842861100691964,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2045,0.7781,0.12,0.795888888888889,0.803380044658909,3.2489454644530236,0.9685328944539042,gas furnace hi-eff,1.6885010381655279,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2050,0.7781,0.12,0.799,0.8082119074902445,3.8699277072669958,0.9627425589611126,gas furnace hi-eff,1.6927265141246906,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2055,0.7781,0.05,0.8021111111111111,0.810234458799256,4.129862331224277,0.9603393086405158,gas furnace hi-eff,1.6927265141246906,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2060,0.7781,0.05,0.807888888888889,0.8122620715454472,4.390447441902978,0.9579420574440355,gas furnace hi-eff,1.6927265141246906,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2065,0.7781,0.05,0.811,0.8142947583950708,4.651684667147005,0.9555507903963318,gas furnace hi-eff,1.6927265141246906,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2070,0.7781,0.0,0.8141111111111111,0.8142947583950708,4.651684667147005,0.9555507903963318,gas furnace hi-eff,1.6927265141246906,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2075,0.7781,0.0,0.8198888888888889,0.8142947583950708,4.651684667147005,0.9555507903963318,gas furnace hi-eff,1.6927265141246906,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2080,0.7781,0.0,0.823,0.8142947583950708,4.651684667147005,0.9555507903963318,gas furnace hi-eff,1.6927265141246906,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2085,0.7781,0.0,0.826111111111111,0.8142947583950708,4.651684667147005,0.9555507903963318,gas furnace hi-eff,1.6927265141246906,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2090,0.7781,0.0,0.8318888888888889,0.8142947583950708,4.651684667147005,0.9555507903963318,gas furnace hi-eff,1.6927265141246906,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2095,0.7781,0.0,0.835,0.8142947583950708,4.651684667147005,0.9555507903963318,gas furnace hi-eff,1.6927265141246906,,
conservative,保守,comm heating,comm heating,gas,gas furnace,delivered gas,combustion_standard,2100,0.7781,0.0,0.835,0.8142947583950708,4.651684667147005,0.9555507903963318,gas furnace hi-eff,1.6927265141246906,,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2025,1.6667,0.0,1.5,1.6667,0.0,1.0,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2030,1.6667,0.08,1.5,1.6733774754169173,0.40064051220478625,0.9960095821086312,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2035,1.6667,0.08,1.5,1.680081703505547,0.8028861526097719,0.9920350876522103,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2040,1.6667,0.05,1.5,1.6842861100691964,1.0551455012417499,0.9895587157288415,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2045,1.6667,0.05,1.5,1.6885010381655279,1.3080361292090892,0.9870885254597098,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2050,1.6667,0.05,1.5,1.6927265141246906,1.5615596162890988,0.9846245014138336,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2055,1.6667,0.0,1.5,1.6927265141246906,1.5615596162890988,0.9846245014138336,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2060,1.6667,0.0,1.5,1.6927265141246906,1.5615596162890988,0.9846245014138336,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2065,1.6667,0.0,1.5,1.6927265141246906,1.5615596162890988,0.9846245014138336,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2070,1.6667,0.0,1.5,1.6927265141246906,1.5615596162890988,0.9846245014138336,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2075,1.6667,0.0,1.5,1.6927265141246906,1.5615596162890988,0.9846245014138336,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2080,1.6667,0.0,1.5,1.6927265141246906,1.5615596162890988,0.9846245014138336,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2085,1.6667,0.0,1.5,1.6927265141246906,1.5615596162890988,0.9846245014138336,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2090,1.6667,0.0,1.5,1.6927265141246906,1.5615596162890988,0.9846245014138336,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2095,1.6667,0.0,1.5,1.6927265141246906,1.5615596162890988,0.9846245014138336,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,gas,gas furnace hi-eff,delivered gas,combustion_high,2100,1.6667,0.0,1.5,1.6927265141246906,1.5615596162890988,0.9846245014138336,,,1.8333700000000002,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2025,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2030,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2035,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2040,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2045,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2050,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2055,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2060,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2065,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2070,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2075,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2080,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2085,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2090,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2095,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric furnace,elect_td_bld,fixed,2100,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2025,1.5,0.0,1.5,1.5,0.0,1.0,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2030,1.5,0.35000000000000003,1.5,1.526434394251257,1.7622929500838103,0.982682259813581,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2035,1.5,0.35000000000000003,1.5,1.5533346399688015,3.5556426645867667,0.9656644237523263,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2040,1.5,0.25,1.5,1.572848649395484,4.856576626365605,0.9536836240260733,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2045,1.5,0.25,1.5,1.5926078066184666,6.173853774564431,0.9418514676158107,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2050,1.5,0.25,1.5,1.6126151913452924,7.5076794230194865,0.9301661103345148,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2055,1.5,0.15,1.5,1.6247461435887822,8.316409572585481,0.9232211480660975,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2060,1.5,0.15,1.5,1.6369683513302504,9.131223422016689,0.916328039440136,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2065,1.5,0.15,1.5,1.6492825010422627,9.952166736150847,0.9094863972982653,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2070,1.5,0.05,1.5,1.653409832563239,10.227322170882601,0.9072160879039823,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2075,1.5,0.05,1.5,1.6575474927365068,10.503166182433787,0.9049514457794474,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2080,1.5,0.05,1.5,1.6616955074095316,10.779700493968768,0.9026924567777139,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2085,1.5,0.05,1.5,1.665853902494462,11.05692683296413,0.9004391067871491,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2090,1.5,0.05,1.5,1.6700227039682918,11.334846931219445,0.8981913817313468,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2095,1.5,0.05,1.5,1.6742019378730222,11.613462524868146,0.895949267569039,,,2.2,
conservative,保守,comm heating,comm heating,electricity,electric heat pump,elect_td_bld,heat_pump,2100,1.5,0.05,1.5,1.6783916303158244,11.892775354388284,0.8937127502940084,,,2.2,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2025,0.8131,0.0,0.8131111111111111,0.8131,0.0,1.0,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2030,0.8131,0.2,0.8188888888888889,0.8212635891130741,1.0040080080031988,0.9900597211159814,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2035,0.8131,0.2,0.822,0.8295091413145839,2.01809633680774,0.9802182513762548,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2040,0.8131,0.12,0.8253703703703703,0.834498155436627,2.631675739346573,0.9743580554406007,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2045,0.8131,0.12,0.8316296296296296,0.8395171755714677,3.2489454644530236,0.9685328944539042,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2050,0.8131,0.12,0.835,0.844566382187788,3.8699277072669958,0.9627425589611126,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2055,0.8131,0.05,0.838111111111111,0.8466799106151845,4.129862331224277,0.9603393086405158,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2060,0.8131,0.05,0.8438888888888889,0.8487987281501133,4.390447441903,0.9579420574440355,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2065,0.8131,0.05,0.847,0.8509228480285723,4.651684667147005,0.9555507903963318,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2070,0.8131,0.0,0.8503703703703703,0.8509228480285723,4.651684667147005,0.9555507903963318,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2075,0.8131,0.0,0.8566296296296296,0.8509228480285723,4.651684667147005,0.9555507903963318,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2080,0.8131,0.0,0.86,0.8509228480285723,4.651684667147005,0.9555507903963318,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2085,0.8131,0.0,0.8633703703703703,0.8509228480285723,4.651684667147005,0.9555507903963318,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2090,0.8131,0.0,0.8696296296296296,0.8509228480285723,4.651684667147005,0.9555507903963318,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2095,0.8131,0.0,0.873,0.8509228480285723,4.651684667147005,0.9555507903963318,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,refined liquids,fuel furnace,refined liquids enduse,combustion_standard,2100,0.8131,0.0,0.873,0.8509228480285723,4.651684667147005,0.9555507903963318,,,0.9106720000000001,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2025,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2030,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2035,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2040,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2045,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2050,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2055,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2060,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2065,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2070,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2075,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2080,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2085,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2090,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2095,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm heating,comm heating,heat,district heat,district heat,fixed,2100,0.9,0.0,0.9,0.9,0.0,1.0,,,0.9,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2025,2.8095,0.0,2.8094814814814817,2.8095,0.0,1.0,air conditioning hi-eff,4.4444,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2030,2.8095,0.65,2.8605185185185182,2.9020035044476384,3.2925255186915248,0.9681242616330866,air conditioning hi-eff,4.5340019541093834,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2035,2.8095,0.65,2.888,2.997552710384899,6.693458280295395,0.9372645859626093,air conditioning hi-eff,4.6254103410736445,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2040,2.8095,0.44999999999999996,2.9165185185185183,3.06560738846377,9.115763960269451,0.9164578642954961,air conditioning hi-eff,4.695209033855651,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2045,2.8095,0.44999999999999996,2.9694814814814814,3.135207140026211,11.593064247240115,0.896113039592182,air conditioning hi-eff,4.7660610077856695,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2050,2.8095,0.44999999999999996,2.998,3.206387043514101,14.126607706499428,0.876219858012174,air conditioning hi-eff,4.837982157161037,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2055,2.8095,0.25,3.027814814814815,3.2466677823727825,15.560341070396255,0.8653487786011526,air conditioning hi-eff,4.8865558854447,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2060,2.8095,0.25,3.0831851851851853,3.287454554315113,17.012085933978028,0.8546125744346033,air conditioning hi-eff,4.935617297850117,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2065,2.8095,0.25,3.113,3.328753716460872,18.48206856952739,0.8440095721431317,air conditioning hi-eff,4.985171290764923,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2070,2.8095,0.1,3.1435925925925927,3.345430805884523,19.075664918473855,0.8398021549446382,air conditioning hi-eff,5.005143906558529,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2075,2.8095,0.1,3.200407407407407,3.362191447693041,19.67223519106749,0.8356157118678448,air conditioning hi-eff,5.025196540742352,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2080,2.8095,0.1,3.231,3.37903606048471,20.2717942866955,0.8314501383560221,air conditioning hi-eff,5.0453295139024785,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2085,2.8095,0.1,3.263148148148148,3.395965064954995,20.87435717939119,0.8273053303736599,air conditioning hi-eff,5.065543147909397,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2090,2.8095,0.1,3.3228518518518517,3.4129788839070514,21.47993891820792,0.8231811844038686,air conditioning hi-eff,5.085837765923135,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2095,2.8095,0.1,3.355,3.4300779422622805,22.08855462759496,0.8190775974457934,air conditioning hi-eff,5.106213692398434,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning,elect_td_bld,cooling_standard,2100,2.8095,0.1,3.355,3.4472626670709454,22.700219507775255,0.8149944670120433,air conditioning hi-eff,5.12667125308993,,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2025,4.4444,0.0,4.0,4.4444,0.0,1.0,,,6.5,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2030,4.4444,0.4,4.0,4.5340019541093834,2.0160641281024017,0.9802377777918306,,,6.5,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2035,4.4444,0.4,4.0,4.6254103410736445,4.072773401891028,0.9608661010102666,,,6.5,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2040,4.4444,0.3,4.0,4.695209033855651,5.64325969434909,0.9465819238191213,,,6.5,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2045,4.4444,0.3,4.0,4.7660610077856695,7.237445049628066,0.9325100943399139,,,6.5,
conservative,保守,comm cooling,comm cooling,electricity,air conditioning hi-eff,elect_td_bld,cooling_high,2050,4.4444,0.3,4.0,4.837982157161037,8.85568709299427,0.9186474558244352,,,6.5,
