# File: HDDCDD_NEX_GDDP_CMIP6_HK.csv
# Title: Population-weighted HDDCDD historical data and projections for Hong Kong
# Units: Fahrenheit Degree Days
# Source: Refer to Xiujuan He Hong Kong base temperatures for heating and cooling degree days (HDD and CDD) are 14.95°C and 20.66°C (not 18.3°C as default). The climate data are from the NEX-GDDP-CMIP6 dataset and using ensemble mean of 33 models in SSP126 SSP245 SSP370 and SSP585 scenarios. The projection is started from 2015.
# Column types: cnnnnnnnnnn
# ----------
scenario,year,hdd_fdd_mean,hdd_fdd_median,hdd_fdd_p05,hdd_fdd_p95,cdd_fdd_mean,cdd_fdd_median,cdd_fdd_p05,cdd_fdd_p95,n_models
ssp126,2011,111.77745811683184,98.28838409368805,30.742172672471703,208.36821824713942,2567.967164057779,2570.656132278059,2358.796348221857,2773.810242108177,33
ssp126,2012,127.62335943449737,119.37484169877516,37.964069896264185,219.0130539293381,2570.4853191905986,2593.6970736131743,2330.180324703168,2842.808458189791,33
ssp126,2013,126.48345948592326,113.27778756780489,55.54414019174263,266.1315288321179,2563.4410728683893,2562.7298424481496,2355.76113739123,2801.051573136994,33
ssp126,2014,122.97364963312079,126.24053382310096,43.530319113394086,212.25314502552044,2551.6506603366975,2523.903013655902,2397.2097875221393,2860.602939590454,33
ssp126,2015,120.81009908012535,105.9155449000956,58.200301981777116,229.71293201497815,2656.154348568134,2642.762503722174,2378.441040699884,2931.6549937133905,31
ssp126,2016,120.24056875557571,112.46465675961574,30.94451153994255,232.76706885186073,2613.9230703018634,2596.072711489417,2402.2658108285386,2792.894993034518,31
ssp126,2017,119.01502885435703,108.8375236352672,29.69556641404646,261.04591111893706,2620.4401613468185,2649.930442576394,2359.032339175575,2912.7908622967657,31
ssp126,2018,101.99740972581894,96.73511194630038,37.9271913631916,181.46117930587639,2675.785851547541,2656.6736281980234,2440.7709908326797,2948.3776978932337,31
ssp126,2019,95.67157093014825,95.18024453867648,38.37746703697478,171.80476937212043,2693.1600964548265,2691.993362875309,2436.204386566038,2924.2166349013924,31
ssp126,2020,78.60143822935581,67.7595762975291,26.391177405286975,187.9001858319145,2743.136325582199,2730.9696093430634,2560.484632052684,3011.994398250363,31
ssp126,2021,103.78682117270762,86.81726108580828,47.01065192668551,200.1349346614349,2710.3680694214027,2721.3953620476773,2467.367606765425,2939.042377541237,31
ssp126,2022,118.75246750294863,96.056946018942,53.40015083550689,247.45079742669907,2681.8595783436335,2678.879040299234,2353.5720930293564,3038.3016805015013,31
ssp126,2023,91.69657847338752,91.78656399498406,28.236143167145762,159.23068127129847,2780.4282247245865,2788.2028492410686,2444.9539115208554,3106.19149604003,31
ssp126,2024,83.79693608466341,85.08895421325707,33.263102299694154,145.22379972116846,2789.3903196650913,2769.346557660376,2565.8066921752397,2993.6322056052613,31
ssp126,2025,99.4890557374511,82.07932850775758,27.535200181227843,232.1463933357976,2792.139466302978,2812.937628767013,2577.7090188434113,2994.879373569459,31
ssp126,2026,90.52907521029013,86.33192013812972,34.68102306462356,158.31946551399886,2789.552176454487,2768.47672347391,2561.8810957675023,3022.3142052236453,31
ssp126,2027,86.71900240170972,79.32887916964785,25.568261377686582,164.6135809878949,2820.303667846962,2811.6418694684708,2529.75836628224,3151.8465765964665,31
ssp126,2028,87.97639461638998,82.95971268622353,28.422895363740928,160.33982637842934,2792.1558221380483,2775.663981439775,2470.845902059295,3144.0049228119533,31
ssp126,2029,79.2904973695457,85.54082586815315,16.043729444742635,134.799761049936,2776.3840324023004,2764.3831498972286,2530.9212542292653,3011.164882476504,31
ssp126,2030,89.12434679981394,80.44246882916546,21.92304891511987,193.30134590149274,2865.246113620409,2878.1641026846964,2534.6445701881366,3173.2543925248497,31
ssp126,2031,96.86136084001473,87.28214595544152,32.520321072628654,197.88957426824993,2830.148421028989,2865.278323423413,2383.969543137433,3128.2127813308202,31
ssp126,2032,77.59138999641647,69.09238908902432,19.745577072790923,168.38873928772426,2868.304575859491,2913.237725582989,2503.327864818645,3176.2085425707082,31
ssp126,2033,77.98683452990753,81.03280232840049,11.80731704626864,154.6110524968525,2907.940296163112,2891.804603012341,2569.322327559582,3244.9849556403697,31
ssp126,2034,82.69205852534849,71.0407106615483,23.00228310038825,175.67082769714258,2905.005190485375,2887.9714771969907,2591.7180280508423,3244.3600987406335,30
ssp126,2035,79.85395476509842,84.15841601450703,14.303832944817248,147.25139967350316,2924.790045676251,2917.0929359775314,2617.3808534025325,3237.3016331484123,30
ssp126,2036,77.72767308502655,69.58792943066265,16.435270922351293,158.27523817830019,2930.588127118025,2912.969681106076,2588.0918129091674,3311.099057201868,30
ssp126,2037,70.02709973539963,74.43265990455765,15.767155100433117,109.82571175805295,2943.137978542724,2992.5699327919147,2610.802564688939,3196.226565971256,30
ssp126,2038,74.22492586511154,63.80279525860431,10.827405450103402,144.51632036697845,2927.8713156438453,2943.6785850387746,2591.6719709891804,3180.861380692218,31
ssp126,2039,80.41546923085735,76.26484302745087,20.921312197623788,138.5548181076191,2964.8477660931326,2971.007278524738,2673.7603570947776,3337.8091385972934,31
ssp126,2040,83.62967182732957,78.32080949035728,21.763767112302403,153.63268520953193,2949.9245528024844,2929.779612211525,2571.5688232976154,3302.552472175875,31
ssp126,2041,66.33480708508688,65.33760717044422,10.543036119605627,129.22521632273111,2943.7243232705805,2933.200163448728,2536.762537832701,3256.6735077730486,31
ssp126,2042,64.02911810986795,61.00090526744054,19.65489798381384,123.72808894515572,2976.802997762169,3013.233807352061,2645.0237058973007,3235.2656155882105,31
ssp126,2043,58.964071783365895,45.46133757426138,18.20447512209213,120.06810269585864,2990.063858235486,3014.075574660404,2534.647027685902,3250.3551814728107,31
ssp126,2044,82.5534409158772,77.65066850126559,20.03366252709383,173.21262708810883,2953.6356572019668,2955.5923319152816,2607.87925010437,3249.2790631265507,31
ssp126,2045,68.9297335560583,58.26911106965623,7.3676411448371955,161.2180885192617,2960.7473408601545,2951.3537725794304,2603.8901260129555,3427.0145878712574,31
ssp126,2046,78.16595218698069,71.22976153306739,18.92058032616438,146.11803690333608,3009.2686279559302,3007.253485313334,2704.616013097805,3287.915239044233,31
ssp126,2047,64.74085084777064,57.72506423393474,7.921072168744255,133.07108895985522,2998.1932899680205,3024.221441017236,2606.7103721467574,3339.040459169231,31
ssp126,2048,69.51307238491555,63.41159115306333,14.156641856071017,135.12052670054481,3010.559201778684,3014.0865744149405,2745.542364344651,3381.9545276569056,31
ssp126,2049,69.84625123409842,72.03599408312516,11.110981174177471,131.8405956729497,3033.372306832986,3008.678437600812,2730.419097540729,3350.0495196675984,31
ssp126,2050,64.54007064725216,58.25204311318775,12.19755725444244,145.3235720614882,3037.34986037728,3052.3456538304413,2716.3175301304773,3344.927929620022,31
ssp126,2051,65.99407773059204,54.48025658657527,9.87184339167312,148.47411714811477,3041.4948314608896,3003.583763510489,2723.689362519188,3466.1697562581885,31
ssp126,2052,84.00967187874855,77.02512907691376,29.25835879473403,165.3628228467715,2976.393307129352,2923.6896271667947,2613.736031795507,3333.107550017915,31
ssp126,2053,65.30133538634355,52.56154908194205,13.902235588863107,137.50662149409675,3008.5438607372685,3008.2284710553936,2742.358061435188,3300.6287114801526,31
ssp126,2054,61.64407807045476,53.28083866088052,10.543735811825407,120.13309871284903,3061.456399488916,3039.734203114552,2750.297408819467,3478.0968520142105,31
ssp126,2055,59.60191641150306,45.3685624980762,15.48054201733937,142.0958888112234,3047.654778530577,2998.342969433138,2730.0631397321217,3465.62254082564,31
ssp126,2056,68.45230025421152,62.80664873544088,25.681699481623184,145.31636650233634,3014.2569825390137,3041.326141444676,2671.9724984979853,3414.234866353828,31
ssp126,2057,58.87407357002692,56.549119081919855,13.437723930771853,121.35436606011537,3052.4097820470506,3019.781408977609,2749.145771848541,3345.3666758961663,31
ssp126,2058,57.41015833406719,52.85658485786151,13.380739016141455,98.52366369338151,3016.794905974183,2979.985241734983,2652.667269472812,3430.4978604359476,31
ssp126,2059,51.24380656304613,46.50061066352101,7.1862970076021035,117.22719102721092,3037.891722029832,3050.8049734971346,2671.863904382211,3366.6625341958875,31
ssp126,2060,60.54121246461477,51.6200187361552,4.559004775643395,145.97322345875364,3060.886602695249,3041.866313730523,2754.339251322547,3401.827454434168,31
ssp126,2061,53.94605364329271,50.28128476547309,14.957275104184191,91.92374782543563,3021.3448970992467,2989.9201775099336,2691.299020082732,3394.3857667094717,31
ssp126,2062,62.87249449995811,53.54063556247328,17.85946009070628,129.42360120630457,3057.5944595739247,3081.044416850215,2613.2428848111012,3425.606060723356,31
ssp126,2063,52.87047463920568,45.29944986409237,9.652859695077005,114.49373214395168,3079.415508393936,3101.190743590601,2671.9806051639916,3428.5007037655296,31
ssp126,2064,61.153521418611525,58.82411913847185,15.790355517885704,118.59264139645998,3105.2045092254984,3121.310251027357,2754.9363050337297,3397.9999116237755,31
ssp126,2065,55.55744071750587,47.492647227177294,12.659796832279616,117.05121194005015,3058.492964787211,3115.750470654485,2682.804403774764,3461.8328814804217,31
ssp126,2066,53.310576716035115,47.71981810149635,13.085333133688003,121.69943873987529,3063.7018011614673,3018.105123112785,2667.6592273130163,3455.0906508480757,31
ssp126,2067,57.02753501698589,50.18033719519532,12.726807225203896,112.45099055492761,3068.402583971095,3125.450903799529,2626.617322329651,3353.447952367228,31
ssp126,2068,52.209051767567956,45.87742396608572,13.749198575484943,105.3292875792319,3058.4906593741334,3026.767985496558,2686.4739060073607,3428.811527544305,31
ssp126,2069,52.87877668870716,45.65665192785799,13.675762993941575,111.08625005201148,3113.490999399,3108.2007252583053,2767.002403181457,3535.541943079742,31
ssp126,2070,62.91889389982324,64.41002554077907,12.799006884372524,119.74688655087935,3125.568363900655,3093.422303350422,2771.299978993461,3481.205807171516,31
ssp126,2071,68.19374810192451,55.28929640930203,17.985592043778524,149.10212210870802,3058.355899730951,3083.0014869369666,2596.906161826625,3431.9362018661445,31
ssp126,2072,61.79997786946862,53.13851646344845,15.271686857303607,128.54111814259954,3076.7025639558883,3057.741025527566,2774.470307227103,3402.8012528022427,31
ssp126,2073,56.77492238266635,49.72231559613175,17.359020133650894,119.92533996925312,3097.6931396840855,3101.2626893514184,2637.4833598789073,3533.191158969972,31
ssp126,2074,55.60118096685768,48.16567063749112,10.657841919874524,108.5827401508361,3109.56995908381,3120.485154470818,2703.3988474093017,3505.47656729128,31
ssp126,2075,56.618322747317265,41.1007644473089,10.308486223866366,138.2031188881703,3092.5867136982974,3071.293475081364,2720.5077674973795,3422.7675135090203,31
ssp126,2076,55.26604790603354,45.32165218691729,4.873340048020886,139.7357400671932,3039.503674553498,3025.256077685656,2641.1721889816235,3463.098953512634,31
ssp126,2077,52.23528836810351,45.146573328776526,12.74747522902404,111.12695738776809,3078.6511122139077,3102.149388452184,2689.3500563963753,3416.768505414827,31
ssp126,2078,68.22022033560681,67.41418252505974,10.310513162335631,164.79278508822424,3121.213709219863,3067.8341351393383,2612.8071997476627,3606.447037829997,31
ssp126,2079,52.29382740110801,47.56294487921596,16.8003423560764,95.28894775742671,3074.30507295819,3066.9448502211094,2662.016558623275,3502.120381643598,31
ssp126,2080,66.32539735824666,71.93264487560995,22.51068078076537,145.25639552895848,3039.9107302683433,3050.7618107823714,2650.5224123073917,3438.0803902176026,31
ssp126,2081,65.25136069087425,74.26996761633755,15.077104236461917,120.40115663229176,3087.9880297480413,3058.243209864619,2675.0907032034884,3559.492402884144,31
ssp126,2082,52.34735010283431,42.826334184720274,20.05630478446073,140.2920122423502,3061.3293085081623,3052.1770412679043,2586.291169727712,3588.581427186,31
ssp126,2083,45.1015804503989,37.30128334751825,14.703212550245375,103.90292868104841,3082.596629628965,3044.63450362949,2764.8943841931014,3450.602962167046,31
ssp126,2084,71.37822483015917,61.59234604949032,17.860442765993174,159.58092472685576,3067.3339124511294,3030.703250090353,2581.415571015252,3533.730262972815,31
ssp126,2085,54.35092357130911,36.48942422234834,10.042311090702317,144.41616216422173,3090.2738719036734,3035.450311613468,2485.284227264789,3614.5669454552017,31
ssp126,2086,67.66092898862522,57.59807291029893,8.54743358947671,155.94188228615587,3057.6055929327617,3164.3616508543228,2541.250139171926,3536.3193474631926,31
ssp126,2087,64.40568679276176,51.32377869857969,17.251815636395214,147.7077231839364,3082.3060254731226,3091.010173511495,2695.9254510846777,3486.437747047783,31
ssp126,2088,60.79254789081611,55.532787499058585,10.35278396703552,132.4828865911331,3061.961303051669,3117.061366292224,2651.9332133206617,3471.901231590557,31
ssp126,2089,64.57423313990463,56.15388417524806,15.791202931473704,148.5487956000705,3045.695606108847,3030.1587756415724,2706.7149269887213,3435.4780897475657,31
ssp126,2090,66.64289543163692,55.374402259680274,14.44969199159166,150.46937691324908,3020.1896062016795,3096.595918971179,2576.229666023345,3422.016993278494,31
ssp126,2091,65.96596993236469,54.982857529440494,13.702360133312606,176.9195866055437,3034.6486776811626,3047.664842849624,2622.7697487040987,3438.0546422704274,31
ssp126,2092,60.04609126429082,53.83495702953262,21.500333920273086,106.64026604907892,3075.5959647168625,3117.4858891125987,2601.787131207359,3546.1539198607516,31
ssp126,2093,59.853620345150176,64.20588221927338,18.147326846951188,119.85338160505506,3006.411325470688,2960.8623804229514,2474.444153665974,3450.418925168143,31
ssp126,2094,64.26832398775959,55.64014882298096,9.1894982668741,130.8406492419598,3041.12630695853,3039.280012419612,2565.8144216872815,3540.271915508299,31
ssp126,2095,70.79521653242502,57.54399160800553,14.129509753462738,192.3283634189224,3097.845667217027,3088.557751196008,2735.694830004248,3491.4909372804677,31
ssp126,2096,58.40274517593374,48.67445733631698,13.450191320796078,128.0536196480351,3007.2134510789137,2958.658383200871,2586.364636679536,3517.3515913133974,31
ssp126,2097,61.431122171560595,50.11971828468925,12.533533932670176,125.27243574827519,3010.61925570423,3039.528201711088,2457.9592486638867,3556.562048335352,31
ssp126,2098,66.36702200552477,58.51579397022427,16.057050878552907,146.8242195307284,3014.915352109396,2980.19663518894,2649.9078220081474,3407.781377940803,31
ssp126,2099,71.12513046150157,61.90492730243167,20.551226514441602,149.192088815714,3034.2587607550236,3008.940890230914,2607.6619423241164,3460.1781119546313,31
ssp126,2100,65.59891113044345,63.31661825028969,6.9007461862405,137.7574502130377,3054.884515597361,3014.4220500809947,2681.030808478281,3541.3038250757427,30
ssp245,1971,183.03354867071093,168.6305658873586,78.90359716811085,310.94814946913533,2277.8689049066807,2303.554500617558,2060.2794217520964,2440.2262940431124,33
ssp245,1972,150.69580583694227,150.62510565619513,68.54779665450069,231.2884280378052,2309.8702389929276,2301.6580971247913,2102.368892417708,2512.8206933691667,33
ssp245,1973,155.1694920370734,151.40857412948958,76.51430082912448,244.49705974903736,2341.6530968644274,2364.84414172437,2126.67154426241,2527.532982600124,33
ssp245,1974,161.58960140318513,137.62493835337492,86.69476656742079,287.97205154277225,2286.885837262867,2289.189413642209,2124.554419580005,2493.7668580039667,33
ssp245,1975,175.83467709802994,162.10197062522082,93.45399423574548,279.51849553923466,2265.2045929173505,2290.3806223940046,2066.452199865664,2398.1850435319557,33
ssp245,1976,157.36726239231777,156.90187568977692,87.01956995282873,237.1452477744277,2304.0817207742066,2297.563130017602,2152.65925004342,2485.4977455585226,33
ssp245,1977,166.86918001908433,154.2271687112181,71.63763064605547,284.3203183239372,2328.4140087144215,2322.7554109611838,2128.3501580096963,2524.860651927696,33
ssp245,1978,164.1552191164099,168.20502758303996,72.95197886283685,240.17666306233994,2309.718164821748,2298.1080025083784,2120.1082603612945,2495.114940206527,33
ssp245,1979,163.31249358162745,157.93699272230202,51.16100771940241,296.29224495948876,2330.32984100529,2292.7286145423086,2121.5201453822083,2567.933221055292,33
ssp245,1980,156.3960424160675,159.94736171594167,51.99502408927964,284.1717368785592,2336.351033866748,2322.227272356925,2185.1297720461184,2504.7141841348325,33
ssp245,1981,162.814320013173,152.55947421314647,87.55579876763117,259.94182883049484,2365.180035332897,2369.067866811227,2166.1593021509116,2573.704503213732,33
ssp245,1982,156.43819931922565,160.39318375898006,74.24301137562912,239.4754170401455,2293.2944609523283,2299.920847770468,2081.9690724840307,2485.5162735527583,33
ssp245,1983,176.902704156524,162.60940699335995,94.31675761002495,297.08477907401135,2272.234247813657,2243.4335529498603,2084.2481396695807,2490.390120526058,33
ssp245,1984,173.53238755837313,161.20194825306322,82.41325574619395,285.3568889895229,2330.7883730237277,2332.281808681947,2117.430786401195,2555.8314821385034,33
ssp245,1985,157.09317095948677,155.4493563812129,75.03553295463865,218.51294959575787,2295.9757152812176,2316.4217052776676,2031.9404127457215,2496.587724712206,33
ssp245,1986,145.92387272772865,145.67166583784126,68.95022764950455,260.920901176557,2349.525948429982,2350.631652990167,2174.239232312989,2517.801317657089,33
ssp245,1987,150.89224768889298,147.6571877165594,72.23780343747637,234.4866584436666,2336.5360231630793,2336.0034651961623,2176.0124299826925,2478.4814986483025,33
ssp245,1988,146.3205740992894,146.6766428759754,67.9532375349742,230.35694990970524,2356.9519472850343,2339.8594323950247,2163.7814568368535,2609.808376950141,33
ssp245,1989,182.3648917402738,187.05688392013525,76.61619837707933,302.7406849961592,2380.4484365020107,2392.0940879768104,2153.6758291267006,2620.699361637718,33
ssp245,1990,155.33959772953236,148.4661845213679,65.3507955635085,259.5548480690777,2438.757872105737,2436.0106517988784,2206.445620919659,2646.3594836571656,33
ssp245,1991,151.85318044308346,157.75066491931187,69.72255025088316,216.53470062168626,2383.9380759702767,2379.079808823266,2170.8943971119043,2629.163972566624,33
ssp245,1992,175.6015524132865,181.16156571477632,69.18554243098772,279.5036934251127,2288.5843007723925,2309.3170328675633,2083.637889226684,2446.313049428255,33
ssp245,1993,168.24446824727085,155.0040681371977,91.24387671951571,267.21927591866717,2272.6631640732544,2259.832014604198,2145.388556725663,2441.5646737967245,33
ssp245,1994,157.25141623640712,165.21634157249076,66.24957188844317,261.12740066599855,2347.045140679875,2339.7660105065424,2208.899812264679,2530.58412856395,33
ssp245,1995,172.9626468061169,172.98728334722395,63.39697066979167,282.9244565030817,2363.9908997066022,2350.0073565694483,2190.2946154373353,2580.7716334485867,33
ssp245,1996,157.87758247666233,162.12570335148405,69.94549218067048,245.5997026298665,2363.1492730957907,2366.4321907609783,2176.446306519512,2531.9917332969703,33
